	AveExpr	Coef	t	P.value	F	F.p.value	Results	Genes.ENSEMBL	Genes.SYMBOL	Genes.TXCHROM
ENSMUSG00000035356	-1.56877200581353	-0.0955089260193989	-0.0573867712983712	0.955275511336522	0.00329324152005156	0.955275511336522	0	ENSMUSG00000035356	Nfkbiz	chr16
ENSMUSG00000035357	4.44224075904868	0.181218157804632	0.710036492077924	0.492591486185232	0.504151820082324	0.492591486185232	0	ENSMUSG00000035357	Pdzrn3	chr6
ENSMUSG00000035365	-0.488089349736886	-0.430465461589993	-0.325695028689455	0.750821428800422	0.106077251713025	0.750821428800422	0	ENSMUSG00000035365	Parpbp	chr10
ENSMUSG00000035367	-2.25804727828037	0.802206983455503	0.48137035255018	0.639771012662096	0.231717416314284	0.639771012662096	0	ENSMUSG00000035367	Rmi1	chr13
ENSMUSG00000035372	2.44626040317189	-0.436451743816556	-1.12682527210113	0.284010409271025	1.2697351938458	0.284010409271025	0	ENSMUSG00000035372	1810055G02Rik	chr19
ENSMUSG00000035376	4.9983168882702	-0.417935264062548	-1.87318580309689	0.0880858590014874	3.50882505292374	0.0880858590014874	0	ENSMUSG00000035376	Hacd2	chr16
ENSMUSG00000035378	1.7811002818802	0.16035960847492	0.297700763045299	0.771528513845578	0.0886257443177532	0.771528513845578	0	ENSMUSG00000035378	Shq1	chr6
ENSMUSG00000035382	5.28089823723141	-0.0420890906873126	-0.202863088443026	0.842978867776995	0.0411534326526431	0.842978867776995	0	ENSMUSG00000035382	Pcsk7	chr9
ENSMUSG00000035390	3.8557636664907	0.397992215199576	1.33780089205474	0.208201444776628	1.78971122678245	0.208201444776628	0	ENSMUSG00000035390	Brsk1	chr7
ENSMUSG00000035392	5.54686723462978	-0.0573650800548959	-0.196530489767924	0.847810993705455	0.03862423340842	0.847810993705455	0	ENSMUSG00000035392	Dennd1a	chr2
ENSMUSG00000035397	7.09380601650602	0.0284114861519162	0.164804988119971	0.872113816715954	0.0271606841092237	0.872113816715954	0	ENSMUSG00000035397	Klf16	chr10
ENSMUSG00000035399	0.863857882899176	-0.928413793868407	-1.13235635930685	0.281778145942563	1.28223092446267	0.281778145942563	0	ENSMUSG00000035399	Oser1	chr2
ENSMUSG00000035401	7.25833404772439	0.0786374852991125	0.365267394202731	0.721900128079273	0.133420269267653	0.721900128079273	0	ENSMUSG00000035401	Emsy	chr7
ENSMUSG00000035403	4.58978623832576	0.257201932705843	0.662105731994966	0.521654816225012	0.43838400034059	0.521654816225012	0	ENSMUSG00000035403	Crb2	chr2
ENSMUSG00000035407	1.37297281161453	-0.498066560401813	-0.668842683711748	0.517509605939833	0.447350535554733	0.517509605939833	0	ENSMUSG00000035407	Kank4	chr4
ENSMUSG00000035413	2.44484757128055	0.438345431329113	0.634484993100287	0.538852043303233	0.402571206469471	0.538852043303233	0	ENSMUSG00000035413	Tmem98	chr11
ENSMUSG00000035431	-0.0632947064157661	-0.504271928083977	-0.565639961973878	0.583093910630081	0.31994856658181	0.583093910630081	0	ENSMUSG00000035431	Sstr1	chr12
ENSMUSG00000035435	7.41169773327254	0.00402235594959865	0.0287808736138538	0.97755951352397	0.000828338685976625	0.97755951352397	0	ENSMUSG00000035435	Abca17	chr17
ENSMUSG00000035437	7.18736290181505	-0.029656364283543	-0.196717490376709	0.847668207019118	0.0386977710201106	0.847668207019118	0	ENSMUSG00000035437	Rabgap1	chr2
ENSMUSG00000035439	6.49997864169414	-0.370189897766701	-1.91307815331866	0.0823532970363912	3.65986802070513	0.0823532970363912	0	ENSMUSG00000035439	Haus8	chr8
ENSMUSG00000035441	6.40330883230115	0.0720853764738951	0.326467547621523	0.750252814395443	0.106581059650012	0.750252814395443	0	ENSMUSG00000035441	Myo1d	chr11
ENSMUSG00000035448	6.25036717613531	-0.0956354795035272	-0.621466122802697	0.547069328365283	0.386220141791416	0.547069328365283	0	ENSMUSG00000035448	Ccr3	chr9
ENSMUSG00000035455	6.08641169286606	-0.342710283553657	-1.20817743250056	0.252536451926934	1.45969270840365	0.252536451926934	0	ENSMUSG00000035455	Fignl1	chr11
ENSMUSG00000035458	4.2545316075709	0.529228115139408	2.00874164309997	0.0699850143687275	4.03504298872399	0.0699850143687275	0	ENSMUSG00000035458	Tnni3	chr7
ENSMUSG00000035459	10.990482207992	-0.248078653427095	-1.33521759919405	0.209018066929698	1.78280603719753	0.209018066929698	0	ENSMUSG00000035459	Stab2	chr10
ENSMUSG00000035469	5.10520268051959	0.0649969484334942	0.31358663349651	0.759753854006513	0.0983365767076747	0.759753854006513	0	ENSMUSG00000035469	Rcbtb1	chr14
ENSMUSG00000035472	0.974575614292424	-0.583215489129904	-0.801039258213105	0.440219671424403	0.641663893198602	0.440219671424403	0	ENSMUSG00000035472	Slc25a21	chr12
ENSMUSG00000035473	3.92324692950709	-0.0486261864007567	-0.184786772797723	0.856789280945101	0.0341461514009973	0.856789280945101	0	ENSMUSG00000035473	Galm	chr17
ENSMUSG00000035478	3.29168057777582	-0.514855739373818	-1.57425006673871	0.143985191026602	2.47826327262684	0.143985191026602	0	ENSMUSG00000035478	Mbd3	chr10
ENSMUSG00000035495	6.86856123960032	-0.0511381821996588	-0.329810650411129	0.747793906707673	0.108775065124612	0.747793906707673	0	ENSMUSG00000035495	Tstd2	chr4
ENSMUSG00000035498	6.9211308246084	-0.0482071525231973	-0.253874699206902	0.804317175256084	0.064452362897395	0.804317175256084	0	ENSMUSG00000035498	Cdcp1	chr9
ENSMUSG00000035504	7.32906033428344	-0.251980839758116	-1.67229876750728	0.12288905592416	2.79658316780638	0.12288905592416	0	ENSMUSG00000035504	Reep6	chr10
ENSMUSG00000035505	5.79712223542193	-0.21859949247921	-1.2894455941413	0.223930801222966	1.6626699402504	0.223930801222966	0	ENSMUSG00000035505	Cox18	chr5
ENSMUSG00000035506	5.97165313111017	-0.0165666974825633	-0.0892751807206432	0.930482335332537	0.0079700578927035	0.930482335332537	0	ENSMUSG00000035506	Slc12a8	chr16
ENSMUSG00000035509	0.350674436316796	-0.309888238427979	-0.424214255984313	0.679660351920693	0.179957734980324	0.679660351920693	0	ENSMUSG00000035509	Fbxl21	chr13
ENSMUSG00000035513	3.50435269635832	-0.309616828460836	-1.01859892971155	0.330468140271775	1.03754377960951	0.330468140271775	0	ENSMUSG00000035513	Ntng2	chr2
ENSMUSG00000035517	7.30126382658119	0.0969150385368582	0.673148512801287	0.514870482916201	0.453128920286584	0.514870482916201	0	ENSMUSG00000035517	Tdrd7	chr4
ENSMUSG00000035528	1.01587782719391	0.53652557618949	0.942940115881578	0.36614076406192	0.889136062138764	0.36614076406192	0	ENSMUSG00000035528	Npffr2	chr5
ENSMUSG00000035529	-0.281966834184054	0.149591606125285	0.137124675737192	0.893432130388618	0.0188031766960301	0.893432130388618	0	ENSMUSG00000035529	Prdm4	chr10
ENSMUSG00000035539	1.66084675750216	0.0511687449892562	0.0893046644135038	0.93045944320007	0.00797532308600854	0.93045944320007	0	ENSMUSG00000035539	Ccdc180	chr4
ENSMUSG00000035545	9.13283902390123	0.00557793264523454	0.0357765031042615	0.972107303342246	0.00127995817436923	0.972107303342246	0	ENSMUSG00000035545	Leng8	chr7
ENSMUSG00000035547	2.69234425787312	0.132385532334843	0.254930001892026	0.803522713499896	0.0649893058646684	0.803522713499896	0	ENSMUSG00000035547	Capn5	chr7
ENSMUSG00000035561	4.83279845761764	-0.0332465178751482	-0.148640290286761	0.884551515912709	0.0220939358965324	0.884551515912709	0	ENSMUSG00000035561	Aldh1b1	chr4
ENSMUSG00000035569	0.633781192603765	1.56312105377902	2.11515371380932	0.0582791923947737	4.47387523304135	0.0582791923947737	0	ENSMUSG00000035569	Ankrd11	chr8
ENSMUSG00000035572	7.15041779343856	0.00182408645328014	0.012673636096871	0.990117148093323	0.000160621051915913	0.990117148093323	0	ENSMUSG00000035572	Dcaf10	chr4
ENSMUSG00000035578	4.2342020326127	-0.272143520883889	-1.06953332671315	0.307940513438482	1.14390153695009	0.307940513438482	0	ENSMUSG00000035578	Iqcg	chr16
ENSMUSG00000035582	4.66361303727705	0.281648885418725	1.13522194130714	0.280626996502712	1.28872885602515	0.280626996502712	0	ENSMUSG00000035582	Gdpd4	chr7
ENSMUSG00000035585	3.90622329623547	-0.2707673271059	-0.9424209699282	0.366394721579774	0.888157284560408	0.366394721579774	0	ENSMUSG00000035585	Tsen34	chr7
ENSMUSG00000035594	6.72543716228991	-0.084877356936806	-0.558050234901048	0.588087895498758	0.311420064673115	0.588087895498758	0	ENSMUSG00000035594	Chrna5	chr9
ENSMUSG00000035595	5.11703744341588	-0.0483941367490974	-0.206132701122731	0.840486599406985	0.0424906904721533	0.840486599406985	0	ENSMUSG00000035595	Fam174c	chr10
ENSMUSG00000035596	7.44228505369344	0.00461452917435068	0.0298748236200729	0.976706831122843	0.000892505086330463	0.976706831122843	0	ENSMUSG00000035596	Mboat7	chr7
ENSMUSG00000035597	5.68153749239831	-0.105498904821154	-0.542159030872619	0.598616844718952	0.293936414756738	0.598616844718952	0	ENSMUSG00000035597	Prpf39	chr12
ENSMUSG00000035601	4.57606400041236	-0.185378927640668	-0.839235941056477	0.419361192921641	0.70431696476095	0.419361192921641	0	ENSMUSG00000035601	Trmt10b	chr4
ENSMUSG00000035614	7.82463021822087	0.0515601572985265	0.367839480516282	0.720035375766378	0.135305883426488	0.720035375766378	0	ENSMUSG00000035614	Togaram1	chr12
ENSMUSG00000035615	-0.0317122023384999	1.10095770741756	0.830133158535637	0.424271023702764	0.689121060900353	0.424271023702764	0	ENSMUSG00000035615	Frmpd1	chr4
ENSMUSG00000035621	8.58041834345183	-0.121986837093347	-0.597283329805435	0.562519321049868	0.356747376063468	0.562519321049868	0	ENSMUSG00000035621	Midn	chr10
ENSMUSG00000035623	7.79581108276789	0.216983535129211	1.52247827976538	0.156356662955513	2.31794011235735	0.156356662955513	0	ENSMUSG00000035623	Rsf1	chr7
ENSMUSG00000035629	6.11591190426707	-0.396340231039629	-2.14920014618048	0.0549425246391764	4.6190612683422	0.0549425246391764	0	ENSMUSG00000035629	Rubcn	chr16
ENSMUSG00000035632	7.72904147361809	-0.0901566148605903	-0.590878991724344	0.56665098178119	0.349137982861177	0.56665098178119	0	ENSMUSG00000035632	Cnot3	chr7
ENSMUSG00000035637	4.91945167183252	-0.332280354112625	-1.38481520405358	0.193796090158667	1.91771314937796	0.193796090158667	0	ENSMUSG00000035637	Grhpr	chr4
ENSMUSG00000035638	7.44644081644716	0.133613512883301	0.729659166694794	0.480984063376196	0.532402499541741	0.480984063376196	0	ENSMUSG00000035638	Muc20	chr16
ENSMUSG00000035640	5.64690720638385	0.0424996006465319	0.237450510410718	0.816710995329506	0.0563827448943105	0.816710995329506	0	ENSMUSG00000035640	Cbarp	chr10
ENSMUSG00000035642	4.80809260715743	0.0546903557359828	0.12188336557184	0.905209239286453	0.0148555548031187	0.905209239286453	0	ENSMUSG00000035642	Aamdc	chr7
ENSMUSG00000035649	7.99617579560055	-0.0376430266785031	-0.273929181411698	0.789260116904966	0.075037196428883	0.789260116904966	0	ENSMUSG00000035649	Zcchc7	chr4
ENSMUSG00000035651	-2.71179161569222	-1.33266664017962	-0.634806358987288	0.538650099574616	0.402979113410698	0.538650099574616	0	ENSMUSG00000035651	4930480E11Rik	chrX
ENSMUSG00000035666	1.94288142539935	0.40458083560603	0.742011881405065	0.473765011517677	0.550581632146284	0.473765011517677	0	ENSMUSG00000035666	Gtf3c4	chr2
ENSMUSG00000035671	4.1405786452584	0.0224516950363292	0.0916829889271025	0.928613050390447	0.0084057704586072	0.928613050390447	0	ENSMUSG00000035671	Zswim4	chr8
ENSMUSG00000035673	8.49825369138594	-0.163584681632601	-0.997874030132277	0.339975989023538	0.995752580012433	0.339975989023538	0	ENSMUSG00000035673	Sbno2	chr10
ENSMUSG00000035674	4.35109245555673	-0.206321596131462	-0.762797423558962	0.461772383793181	0.58185990938819	0.461772383793181	0	ENSMUSG00000035674	Ndufa3	chr7
ENSMUSG00000035678	2.01421328303816	0.395816664314185	0.656612573906484	0.525049127150537	0.431140072212098	0.525049127150537	0	ENSMUSG00000035678	Tnfsf9	chr17
ENSMUSG00000035681	0.594824256143622	-1.23317219168768	-1.60329444823458	0.137426316687817	2.57055308773981	0.137426316687817	0	ENSMUSG00000035681	Kcnc2	chr10
ENSMUSG00000035683	6.35426682540642	-0.0469110580579795	-0.252198071918229	0.805579862548312	0.0636038674792724	0.805579862548312	0	ENSMUSG00000035683	Melk	chr4
ENSMUSG00000035686	2.98253912713671	-0.454198121275345	-1.16254404254739	0.26983396584029	1.35150865086242	0.26983396584029	0	ENSMUSG00000035686	Thrsp	chr7
ENSMUSG00000035694	2.18002099508742	-0.017986472204923	-0.0402164904724933	0.96864764785983	0.00161736610592415	0.96864764785983	0	ENSMUSG00000035694	Caps2	chr10
ENSMUSG00000035696	9.30912649791164	-0.0306344645780534	-0.189607236704623	0.853101305855621	0.0359509042107631	0.853101305855621	0	ENSMUSG00000035696	Rnf38	chr4
ENSMUSG00000035697	9.98996074030707	-0.0220013396254526	-0.122698076600401	0.904579074096148	0.0150548180014379	0.904579074096148	0	ENSMUSG00000035697	Arhgap45	chr10
ENSMUSG00000035699	4.30521269959252	0.226402441103851	0.916811346725455	0.379078314324343	0.840543045484543	0.379078314324343	0	ENSMUSG00000035699	Slc51a	chr16
ENSMUSG00000035704	3.41939930959609	0.0375210126076033	0.119731675363995	0.906873862102758	0.014335674085469	0.906873862102758	0	ENSMUSG00000035704	Alg8	chr7
ENSMUSG00000035711	5.9580371313017	0.0863581653655556	0.417210386539547	0.684622930355798	0.174064506636479	0.684622930355798	0	ENSMUSG00000035711	Dok3	chr13
ENSMUSG00000035713	3.90993241001198	0.0993742247962142	0.303917883231462	0.766913005607738	0.0923660797478924	0.766913005607738	0	ENSMUSG00000035713	Usp35	chr7
ENSMUSG00000035722	2.56901571824993	0.234417855091065	0.537271784013583	0.601874523286772	0.288660969897138	0.601874523286772	0	ENSMUSG00000035722	Abca7	chr10
ENSMUSG00000035735	2.51673189085608	0.438254779228195	0.920115914589227	0.37742450769709	0.84661329628037	0.37742450769709	0	ENSMUSG00000035735	Dagla	chr19
ENSMUSG00000035745	5.7580463974182	0.00869491548438539	0.0460963795785071	0.964067065397691	0.0021248762102458	0.964067065397691	0	ENSMUSG00000035745	Grin3b	chr10
ENSMUSG00000035754	4.30343033902947	-0.153458393843412	-0.472945223069507	0.645580661310891	0.223677184024265	0.645580661310891	0	ENSMUSG00000035754	Wdr18	chr10
ENSMUSG00000035759	-2.14723725261384	0.299947705601032	0.168643493008249	0.869165499604372	0.0284406277340233	0.869165499604372	0	ENSMUSG00000035759	Bbs10	chr10
ENSMUSG00000035764	5.12554911740976	0.00375410561369893	0.0116754369957915	0.990895499588721	0.000136315829042696	0.990895499588721	0	ENSMUSG00000035764	Fbxo45	chr16
ENSMUSG00000035765	5.1683292063156	-0.168903481277802	-0.66514251262975	0.51978388808934	0.442414562107418	0.51978388808934	0	ENSMUSG00000035765	Dym	chr18
ENSMUSG00000035769	0.739686988301861	1.23253643393615	1.49002304541312	0.16457325757124	2.22016867586219	0.16457325757124	0	ENSMUSG00000035769	Xylb	chr9
ENSMUSG00000035770	-0.602256620326923	0.367560636121504	0.355143151330213	0.729258423912188	0.126126657936755	0.729258423912188	0	ENSMUSG00000035770	Dync1li2	chr8
ENSMUSG00000035772	-1.04210891306257	-0.0747620569672547	-0.0508877702654797	0.960335444816506	0.00258956516259224	0.960335444816506	0	ENSMUSG00000035772	Mrps2	chr2
ENSMUSG00000035773	0.796445986160247	-0.39979695044579	-0.554786821926479	0.590242125861945	0.307788417783283	0.590242125861945	0	ENSMUSG00000035773	Kiss1r	chr10
ENSMUSG00000035776	3.21764816858197	-0.132383688626232	-0.399637892240924	0.697142131807702	0.159710444914768	0.697142131807702	0	ENSMUSG00000035776	Cd99l2	chrX
ENSMUSG00000035778	10.9651747910833	0.100273709298529	0.550967266514857	0.592768738382573	0.303564928770853	0.592768738382573	0	ENSMUSG00000035778	Ggta1	chr2
ENSMUSG00000035781	2.10619479658743	-0.272479056709603	-0.561298516400809	0.585947784829556	0.31505602451375	0.585947784829556	0	ENSMUSG00000035781	R3hdm4	chr10
ENSMUSG00000035783	4.91613974742531	0.258346159017252	1.15876068750999	0.271308851684841	1.34272633091862	0.271308851684841	0	ENSMUSG00000035783	Acta2	chr19
ENSMUSG00000035798	5.35557672458226	-0.197745050285992	-0.90467315019755	0.385196658146692	0.818433508688358	0.385196658146692	0	ENSMUSG00000035798	Zdhhc17	chr10
ENSMUSG00000035805	5.97442315004348	-0.0737478997361825	-0.323339736571241	0.752556000722911	0.10454858524596	0.752556000722911	0	ENSMUSG00000035805	Mlc1	chr15
ENSMUSG00000035818	1.07546920413404	0.532528253824823	0.644363082053054	0.532664601200478	0.415203781512911	0.532664601200478	0	ENSMUSG00000035818	Plekhs1	chr19
ENSMUSG00000035824	3.01617240710517	-0.548212563543545	-1.27382811002008	0.229213936816016	1.62263805387732	0.229213936816016	0	ENSMUSG00000035824	Tk2	chr8
ENSMUSG00000035828	-0.0284843101009891	0.046192867808814	0.0445622395788387	0.96526207563696	0.00198579319628182	0.96526207563696	0	ENSMUSG00000035828	Pim3	chr15
ENSMUSG00000035829	0.29208893359445	0.340924778793498	0.264970791092503	0.795975448757821	0.0702095201321867	0.795975448757821	0	ENSMUSG00000035829	Ppp1r26	chr2
ENSMUSG00000035831	6.64368922552135	-0.151608785920494	-0.838607484601466	0.419698937314472	0.703262513229598	0.419698937314472	0	ENSMUSG00000035831	Krt25	chr11
ENSMUSG00000035835	6.77131628408664	-0.062681385500766	-0.393892253920073	0.701256267902706	0.155151107698235	0.701256267902706	0	ENSMUSG00000035835	Plppr3	chr10
ENSMUSG00000035842	1.07967223138712	0.923703537056825	1.49121924031237	0.164263948507645	2.22373482267779	0.164263948507645	0	ENSMUSG00000035842	Ddx11	chr17
ENSMUSG00000035845	6.654893517158	0.000284128235193748	0.00181208541785462	0.99858690241819	3.28365356160137e-06	0.99858690241819	0	ENSMUSG00000035845	Alg12	chr15
ENSMUSG00000035847	4.66921843766943	0.294220928465199	0.614116020206082	0.551739727344853	0.377138486273757	0.551739727344853	0	ENSMUSG00000035847	Ids	chrX
ENSMUSG00000035849	-0.626171885925178	-0.795884895047494	-0.757203191816235	0.464980929290443	0.573356673696694	0.464980929290443	0	ENSMUSG00000035849	Krt222	chr11
ENSMUSG00000035860	0.963347289918022	-0.219246672485286	-0.312089777549316	0.760860671419338	0.0974000292507814	0.760860671419338	0	ENSMUSG00000035860	Cdhr3	chr12
ENSMUSG00000035861	6.42508671284927	-0.0717243754725203	-0.39739417037579	0.698747536135942	0.157922126648663	0.698747536135942	0	ENSMUSG00000035861	Tmprss11b	chr5
ENSMUSG00000035864	3.52735431212353	-0.33276442990539	-1.03061681293805	0.325045506614577	1.06217101511059	0.325045506614577	0	ENSMUSG00000035864	Syt1	chr10
ENSMUSG00000035868	2.80800487708178	-0.183727364171693	-0.412171599058535	0.688202818501042	0.169885427070469	0.688202818501042	0	ENSMUSG00000035868	Zfp983	chr17
ENSMUSG00000035873	6.77313686651067	0.02776781042206	0.184606882273147	0.856926978933836	0.0340797009826116	0.856926978933836	0	ENSMUSG00000035873	Pawr	chr10
ENSMUSG00000035875	1.24117132075127	-0.578040654865559	-0.822631691784759	0.428345889383748	0.676722900328655	0.428345889383748	0	ENSMUSG00000035875	AI182371	chr2
ENSMUSG00000035877	4.6022221139409	0.476407539289453	1.89904171047258	0.0843298924284587	3.60635941811463	0.0843298924284587	0	ENSMUSG00000035877	Zhx3	chr2
ENSMUSG00000035878	4.5248653521963	-0.031396383138814	-0.118324302536154	0.907962908439763	0.0140006405706673	0.907962908439763	0	ENSMUSG00000035878	Hykk	chr9
ENSMUSG00000035885	-0.474163169137795	-0.579162291181165	-0.442364962761027	0.666873775396567	0.195686760278565	0.666873775396567	0	ENSMUSG00000035885	Cox8a	chr19
ENSMUSG00000035891	2.65306438491691	-0.51830599610255	-1.28031762762192	0.227006454230776	1.63921322759943	0.227006454230776	0	ENSMUSG00000035891	Cerk	chr15
ENSMUSG00000035900	1.9963609841303	-0.552507840898801	-0.920564244521672	0.377200527990664	0.847438528291756	0.377200527990664	0	ENSMUSG00000035900	Gramd4	chr15
ENSMUSG00000035901	10.2947548171776	-0.108478938495038	-0.614274028573165	0.551639090697896	0.377332582179505	0.551639090697896	0	ENSMUSG00000035901	Dennd5a	chr7
ENSMUSG00000035916	2.13060556441909	-0.0496052229576143	-0.114513925050777	0.910912421953363	0.0131134390305349	0.910912421953363	0	ENSMUSG00000035916	Ptprq	chr10
ENSMUSG00000035919	4.11134649572551	0.0177790623189309	0.0655061090269545	0.94895695116836	0.00429105031985125	0.94895695116836	0	ENSMUSG00000035919	Bbs9	chr9
ENSMUSG00000035930	-1.03165536109083	-1.6427188221344	-1.15425490019385	0.273073585248884	1.33230437462151	0.273073585248884	0	ENSMUSG00000035930	Chst4	chr8
ENSMUSG00000035933	7.07018643370105	-0.0813877604404363	-0.442108333888697	0.667053805941948	0.19545977889384	0.667053805941948	0	ENSMUSG00000035933	Cog5	chr12
ENSMUSG00000035934	2.69267918859078	0.723928349046268	1.1661178187325	0.268446556109504	1.35983076716544	0.268446556109504	0	ENSMUSG00000035934	Pknox2	chr9
ENSMUSG00000035944	-0.465983837188224	1.072215197057	0.794562354152492	0.443823064907548	0.63132933463635	0.443823064907548	0	ENSMUSG00000035944	Ttc38	chr15
ENSMUSG00000035948	2.21151765753134	-0.733503526116504	-1.61147653280318	0.135626680240012	2.59685661577537	0.135626680240012	0	ENSMUSG00000035948	Acss3	chr10
ENSMUSG00000035949	7.43327954138382	-0.000209346794556531	-0.00150929634613897	0.998823022697371	2.27797546046846e-06	0.998823022697371	0	ENSMUSG00000035949	Fbxw2	chr2
ENSMUSG00000035954	6.93799364719266	0.184529816712804	1.22215746624167	0.247417185895443	1.49366887229025	0.247417185895443	0	ENSMUSG00000035954	Dock4	chr12
ENSMUSG00000035958	3.44045040469156	-0.0869784573343422	-0.253103734663896	0.804897725305232	0.0640615005008117	0.804897725305232	0	ENSMUSG00000035958	Tdp2	chr13
ENSMUSG00000035960	-1.90778238956056	2.64686780285959	1.90784493479313	0.0830851741031454	3.63987229521581	0.0830851741031454	0	ENSMUSG00000035960	Apex1	chr14
ENSMUSG00000035969	7.40496178581638	0.19349765304439	1.29285095187532	0.222792116442326	1.67146358376491	0.222792116442326	0	ENSMUSG00000035969	Rusc2	chr4
ENSMUSG00000036002	7.45381300007839	0.0247873093999313	0.167842277678376	0.869780735019848	0.0281710301762651	0.869780735019848	0	ENSMUSG00000036002	Atosb	chr4
ENSMUSG00000036006	3.23426331200494	0.29603358217924	0.880789244868218	0.397435786743521	0.775789693875525	0.397435786743521	0	ENSMUSG00000036006	Ripor2	chr13
ENSMUSG00000036019	0.216200533190432	-0.359033834268173	-0.436016141096754	0.671334019010226	0.190110075296904	0.671334019010226	0	ENSMUSG00000036019	Tmtc2	chr10
ENSMUSG00000036022	-1.0199834145507	1.30601150624571	1.10618282962053	0.292462121627435	1.22364045254728	0.292462121627435	0	ENSMUSG00000036022	Pabir2	chrX
ENSMUSG00000036023	0.817296569381128	-0.379095490298879	-0.44554117117175	0.664647415813077	0.198506935209094	0.664647415813077	0	ENSMUSG00000036023	Parp2	chr14
ENSMUSG00000036026	1.70402117885336	-1.20548546627913	-2.25470185791669	0.0457200703678291	5.08368046809297	0.0457200703678291	0	ENSMUSG00000036026	Tmem63b	chr17
ENSMUSG00000036027	1.047565495014	-1.69073470973659	-2.15910817944491	0.0540061031168425	4.6617481305459	0.0540061031168425	0	ENSMUSG00000036027	Pou2af2	chr9
ENSMUSG00000036030	3.05924709223372	0.00801700993884413	0.0162037311135778	0.987364628153327	0.000262560902001129	0.987364628153327	0	ENSMUSG00000036030	Prtg	chr9
ENSMUSG00000036040	-0.183187753179806	1.85519428583394	1.44574881688445	0.176378185599035	2.09018964152277	0.176378185599035	0	ENSMUSG00000036040	Adamtsl2	chr2
ENSMUSG00000036046	1.24823522903149	-0.882221734453558	-1.16639276051967	0.268340050478313	1.36047207179271	0.268340050478313	0	ENSMUSG00000036046	5031439G07Rik	chr15
ENSMUSG00000036052	6.41750549293918	0.0188276551863957	0.115808524072909	0.909910146982638	0.0134116142479456	0.909910146982638	0	ENSMUSG00000036052	Dnajb5	chr4
ENSMUSG00000036053	5.04744020209389	0.48628403991846	1.03253821882723	0.324184703634627	1.06613517333892	0.324184703634627	0	ENSMUSG00000036053	Fmnl2	chr2
ENSMUSG00000036054	8.38377151978114	0.0283676662515138	0.185761997324127	0.856042877889988	0.0345075196498489	0.856042877889988	0	ENSMUSG00000036054	Sugp2	chr8
ENSMUSG00000036057	3.74213086984032	0.0609798214248936	0.163497724626459	0.873118378811188	0.0267315059580294	0.873118378811188	0	ENSMUSG00000036057	Ptpn23	chr9
ENSMUSG00000036061	2.57806094350359	-0.28831360093803	-0.583879220768784	0.571185728729997	0.340914944445563	0.571185728729997	0	ENSMUSG00000036061	Smug1	chr15
ENSMUSG00000036062	2.81046803204332	0.534373651670105	1.42788711525827	0.181340961744595	2.03886161392059	0.181340961744595	0	ENSMUSG00000036062	Phf24	chr4
ENSMUSG00000036067	9.16442978095379	0.00730765282419021	0.0394105981133689	0.969275554418908	0.00155319524365347	0.969275554418908	0	ENSMUSG00000036067	Slc2a6	chr2
ENSMUSG00000036073	5.92764831509817	0.122507156466849	0.595166078686655	0.563883393170795	0.35422266121925	0.563883393170795	0	ENSMUSG00000036073	Galt	chr4
ENSMUSG00000036078	6.90346752847967	0.0895901680857056	0.553309396206902	0.591218761854623	0.306151287930846	0.591218761854623	0	ENSMUSG00000036078	Sigmar1	chr4
ENSMUSG00000036083	4.24279485141995	0.0188317171463286	0.0713664474397063	0.94439862187309	0.00509316982016437	0.94439862187309	0	ENSMUSG00000036083	Slc17a3	chr13
ENSMUSG00000036086	5.97865247934453	0.0429189466787747	0.245217198946288	0.810843429119353	0.0601314746590632	0.810843429119353	0	ENSMUSG00000036086	Zranb3	chr1
ENSMUSG00000036087	7.14244370346433	-0.0922180684717899	-0.611786852357825	0.553224385634625	0.374283152717895	0.553224385634625	0	ENSMUSG00000036087	Slain2	chr5
ENSMUSG00000036093	-0.0443875709474362	-0.632370624519774	-0.673101135413274	0.514899477884677	0.453065138494639	0.514899477884677	0	ENSMUSG00000036093	Arl5a	chr2
ENSMUSG00000036095	-0.187675270803612	-0.242625255614362	-0.224068529634396	0.8268481894665	0.0502067059725204	0.8268481894665	0	ENSMUSG00000036095	Dgkb	chr12
ENSMUSG00000036097	6.51494756203047	0.00420818562016478	0.0262773497110782	0.979511000736512	0.000690499107838304	0.979511000736512	0	ENSMUSG00000036097	Slf2	chr19
ENSMUSG00000036098	8.65697619114309	0.0384771709695109	0.269317274869487	0.792715069903386	0.0725317945431268	0.792715069903386	0	ENSMUSG00000036098	Myrf	chr19
ENSMUSG00000036099	-0.49031574687939	0.280373650151351	0.192383782462579	0.850978722171969	0.037011519754609	0.850978722171969	0	ENSMUSG00000036099	Vezt	chr10
ENSMUSG00000036103	9.46253213458802	-0.161273449328696	-0.627578074213536	0.543202756817926	0.39385423923357	0.543202756817926	0	ENSMUSG00000036103	Colec12	chr18
ENSMUSG00000036104	7.11160906971503	-0.0757774385774193	-0.514872687608341	0.616920764032505	0.265093884445036	0.616920764032505	0	ENSMUSG00000036104	Rab3gap1	chr1
ENSMUSG00000036106	2.46692336423286	0.0601371512777868	0.12493583163413	0.902848563154071	0.0156089620261117	0.902848563154071	0	ENSMUSG00000036106	Prr5	chr15
