ensembl_transcript_id	ensembl_gene_id	external_gene_name	chromosome_name	CHR	SYMBOL	ENSEMBL	logFC	logCPM	LR	PValue	FDR
ENSMUST00000053959	ENSMUSG00000035161	Ints6	14	14	Ints6	ENSMUSG00000035161	0.0870469494758223	6.56108832168299	0.421241169286383	0.516318373799631	0.999988599375714
ENSMUST00000062562	ENSMUSG00000044309	Apol7c	15	15	Apol7c	ENSMUSG00000044309	0.242327814955781	0.93787761334485	0.42100168961981	0.51643764337941	0.999988599375714
ENSMUST00000112507	ENSMUSG00000002017	Fam98a	17	17	Fam98a	ENSMUSG00000002017	-0.118927365791807	4.55820546429318	0.420960005603151	0.516458408460343	0.999988599375714
ENSMUST00000031172	ENSMUSG00000029255	Gnrhr	5	5	Gnrhr	ENSMUSG00000029255	-0.80678403011344	-2.36279367590003	0.420901066514633	0.516487771726434	0.999988599375714
ENSMUST00000223027	ENSMUSG00000113448	Gm7042	13	13	Gm7042	ENSMUSG00000113448	-0.661816281873813	-1.50187166050067	0.420746551519855	0.516564764474197	0.999988599375714
ENSMUST00000194581	ENSMUSG00000096078	Ighv1-62-2	12	12	Ighv1-62-2	ENSMUSG00000096078	1.3038436802805	2.26674448426888	0.420679471654067	0.516598195723769	0.999988599375714
ENSMUST00000084263	ENSMUSG00000028784	Spocd1	4	4	Spocd1	ENSMUSG00000028784	0.401796306532245	-1.66202438863251	0.42067512211505	0.516600363576845	0.999988599375714
ENSMUST00000066675	ENSMUSG00000016510	Mtif3	5	5	Mtif3	ENSMUSG00000016510	-0.157596511257824	3.15320306561461	0.420608683862995	0.516633479035066	0.999988599375714
ENSMUST00000132869	ENSMUSG00000000901	Mmp11	10	10	Mmp11	ENSMUSG00000000901	0.222238276302755	3.00335380674897	0.420577401111227	0.51664907288511	0.999988599375714
ENSMUST00000176060	ENSMUSG00000039031	Arhgap18	10	10	Arhgap18	ENSMUSG00000039031	0.100659259151766	6.05200902739642	0.42052383142745	0.516675778255512	0.999988599375714
ENSMUST00000120369	ENSMUSG00000083827	Gm15712	16	16	Gm15712	ENSMUSG00000083827	0.449128090391054	0.430661925145561	0.420511657770416	0.516681847361151	0.999988599375714
ENSMUST00000217661	ENSMUSG00000044581	Spata31h1	10	10	Spata31h1	ENSMUSG00000044581	1.19352431413956	-3.18868333262925	0.420477820124201	0.516698717577638	0.999988599375714
ENSMUST00000182897	ENSMUSG00000034413	Neurl1b	17	17	Neurl1b	ENSMUSG00000034413	0.118465536708275	4.39005328695327	0.420290264110657	0.516792243654424	0.999988599375714
ENSMUST00000217334	ENSMUSG00000070821	Or13p8	4	4	Or13p8	ENSMUSG00000070821	0.314804565775163	-0.480621410203848	0.420278982448264	0.51679787027679	0.999988599375714
ENSMUST00000053753	ENSMUSG00000050234	Gja4	4	4	Gja4	ENSMUSG00000050234	0.25856461674698	0.772841601157318	0.420271318621628	0.516801692598985	0.999988599375714
ENSMUST00000058550	ENSMUSG00000063015	Ccni	5	5	Ccni	ENSMUSG00000063015	-0.0922085598800652	7.81841574637457	0.420134247445734	0.516870065005961	0.999988599375714
ENSMUST00000002274	ENSMUSG00000002204	Napsa	7	7	Napsa	ENSMUSG00000002204	-0.129987831510463	6.30336131649733	0.420124871141964	0.516874742574297	0.999988599375714
ENSMUST00000088552	ENSMUSG00000067818	Myl9	2	2	Myl9	ENSMUSG00000067818	0.176318751397909	3.94865159862345	0.419956951692805	0.516958525312234	0.999988599375714
ENSMUST00000127712	ENSMUSG00000027346	Gpcpd1	2	2	Gpcpd1	ENSMUSG00000027346	-0.093527163698328	6.85256904479116	0.419950987695284	0.51696150146232	0.999988599375714
ENSMUST00000036493	ENSMUSG00000033161	Atp1a1	3	3	Atp1a1	ENSMUSG00000033161	0.0939034803284155	8.59568938507911	0.419743551700534	0.517065034711985	0.999988599375714
ENSMUST00000192641	ENSMUSG00000103741	Gm38241	3	3	Gm38241	ENSMUSG00000103741	-0.601420745265485	-1.52351830686347	0.419628839962132	0.517122304013548	0.999988599375714
ENSMUST00000002011	ENSMUSG00000001946	Esam	9	9	Esam	ENSMUSG00000001946	-0.220541963287715	4.01350334956194	0.41959026687925	0.517141563942286	0.999988599375714
ENSMUST00000114875	ENSMUSG00000036109	Mbnl3	X	X	Mbnl3	ENSMUSG00000036109	-0.12706065324238	6.0420756802989	0.419533295142573	0.517170012803144	0.999988599375714
ENSMUST00000041627	ENSMUSG00000041592	Sdk2	11	11	Sdk2	ENSMUSG00000041592	0.207717904796013	5.72038848956154	0.419436259409108	0.51721847395082	0.999988599375714
ENSMUST00000165413	ENSMUSG00000037885	Stk35	2	2	Stk35	ENSMUSG00000037885	0.107118722989594	5.35844112595452	0.419283733855039	0.51729466365954	0.999988599375714
ENSMUST00000216362	ENSMUSG00000058275	Or1d2	11	11	Or1d2	ENSMUSG00000058275	0.966902493306339	-3.47751000759719	0.419278993667222	0.517297031797747	0.999988599375714
ENSMUST00000023477	ENSMUSG00000022789	Dnm1l	16	16	Dnm1l	ENSMUSG00000022789	0.0894767947312346	6.50540793720736	0.419194284370399	0.517339354700686	0.999988599375714
ENSMUST00000224373	ENSMUSG00000021771	Vdac2	14	14	Vdac2	ENSMUSG00000021771	0.0986079974929693	7.22361040715237	0.419181589974083	0.517345697664391	0.999988599375714
ENSMUST00000165764	ENSMUSG00000006724	Cyp27b1	10	10	Cyp27b1	ENSMUSG00000006724	0.400768048343341	-0.804818785161318	0.419110488953657	0.517381226977438	0.999988599375714
ENSMUST00000121333	ENSMUSG00000080922	Gm2214	X	X	Gm2214	ENSMUSG00000080922	1.16772803057112	-3.52139400230431	0.418972649452294	0.517450117818491	0.999988599375714
ENSMUST00000032307	ENSMUSG00000030188	Magohb	6	6	Magohb	ENSMUSG00000030188	-0.194358823502189	2.4730585148237	0.418971008503045	0.517450938045805	0.999988599375714
ENSMUST00000099278	ENSMUSG00000074749	Kiz	2	2	Kiz	ENSMUSG00000074749	-0.12871164148442	4.22321741906828	0.418936055659937	0.517468409740891	0.999988599375714
ENSMUST00000029085	ENSMUSG00000027569	Mrgbp	2	2	Mrgbp	ENSMUSG00000027569	0.129623427456723	3.87042505500711	0.418913338179403	0.517479765963739	0.999988599375714
ENSMUST00000208328	ENSMUSG00000048677	Tpcn2	7	7	Tpcn2	ENSMUSG00000048677	0.119305223163153	5.01531554922386	0.418699602903185	0.517586631314684	0.999988599375714
ENSMUST00000179364	ENSMUSG00000094500	Smim18	8	8	Smim18	ENSMUSG00000094500	-0.449871154537897	-1.47135841907932	0.418672872283421	0.517599999060839	0.999988599375714
ENSMUST00000023064	ENSMUSG00000022428	Cby1	15	15	Cby1	ENSMUSG00000022428	0.166661212496507	3.08415138028077	0.418518182404268	0.517677369990074	0.999988599375714
ENSMUST00000064305	ENSMUSG00000081143	Gm15823	5	5	Gm15823	ENSMUSG00000081143	0.354843999001067	-0.850103011147048	0.418389174476377	0.517741911141728	0.999988599375714
ENSMUST00000139448	ENSMUSG00000030357	Fkbp4	6	6	Fkbp4	ENSMUSG00000030357	0.103024288085426	6.37659193668431	0.418098893711637	0.517887186821966	0.999988599375714
ENSMUST00000115995	ENSMUSG00000024664	Fads3	19	19	Fads3	ENSMUSG00000024664	-0.126220645696701	4.3996315921492	0.418083447310662	0.517894919225814	0.999988599375714
ENSMUST00000023361	ENSMUSG00000022680	Pdxdc1	16	16	Pdxdc1	ENSMUSG00000022680	0.0923632070380788	6.30988412793801	0.417917594009068	0.517977957462591	0.999988599375714
ENSMUST00000038661	ENSMUSG00000040740	Slc25a34	4	4	Slc25a34	ENSMUSG00000040740	-0.321009462852369	-0.666077541317794	0.41782289438621	0.518025381466977	0.999988599375714
ENSMUST00000026267	ENSMUSG00000025237	Parp6	9	9	Parp6	ENSMUSG00000025237	-0.111594489968919	4.88669677413829	0.417696592862222	0.518088643040303	0.999988599375714
ENSMUST00000217617	ENSMUSG00000067545	Or10q3	19	19	Or10q3	ENSMUSG00000067545	0.43549599514171	0.0268860319965828	0.41750197078031	0.518186151384194	0.999988599375714
ENSMUST00000081335	ENSMUSG00000062175	Tgif2	2	2	Tgif2	ENSMUSG00000062175	-0.139668774447915	4.51588213390099	0.417324048400526	0.518275321139362	0.999988599375714
ENSMUST00000192609	ENSMUSG00000027562	Car2	3	3	Car2	ENSMUSG00000027562	-0.246364483674467	6.7198368330966	0.417130353202467	0.518372426427509	0.999988599375714
ENSMUST00000141713	ENSMUSG00000074224	Wdr87-ps	7	7	Wdr87-ps	ENSMUSG00000074224	-0.515921598320342	-2.00845502368701	0.416909905476018	0.518482982452459	0.999988599375714
ENSMUST00000049706	ENSMUSG00000005339	Fcer1a	1	1	Fcer1a	ENSMUSG00000005339	-0.313505550465376	1.79592724893009	0.416873806478161	0.518501090290009	0.999988599375714
ENSMUST00000120343	ENSMUSG00000084047	Gm14984	X	X	Gm14984	ENSMUSG00000084047	0.471746779371734	-0.920832393457345	0.416837630768011	0.518519237722114	0.999988599375714
ENSMUST00000108400	ENSMUSG00000050944	Efcab5	11	11	Efcab5	ENSMUSG00000050944	0.258880105021898	1.00489607560871	0.416786388492693	0.518544945159212	0.999988599375714
ENSMUST00000121240	ENSMUSG00000081156	Gm14425	2	2	Gm14425	ENSMUSG00000081156	0.632766919178712	-2.05803416227238	0.416756232663774	0.51856007490701	0.999988599375714
ENSMUST00000228832	ENSMUSG00000094602	Vmn1r169	7	7	Vmn1r169	ENSMUSG00000094602	0.325615975516144	-0.48136168735942	0.416751789096758	0.518562304393898	0.999988599375714
ENSMUST00000197452	ENSMUSG00000036565	Ttyh3	5	5	Ttyh3	ENSMUSG00000036565	0.0879603888729742	7.43134880654137	0.416719372058256	0.518578569620957	0.999988599375714
ENSMUST00000030676	ENSMUSG00000001985	Grik3	4	4	Grik3	ENSMUSG00000001985	0.336342415699599	0.7378089451371	0.416433995478413	0.518721795813293	0.999988599375714
ENSMUST00000135010	ENSMUSG00000025555	Farp1	14	14	Farp1	ENSMUSG00000025555	-0.132708592017582	5.1872461011233	0.416376783156685	0.51875051817758	0.999988599375714
ENSMUST00000088455	ENSMUSG00000067767	Clec4b2	6	6	Clec4b2	ENSMUSG00000067767	-0.191417011134473	2.70729191658693	0.416346244507056	0.51876585067329	0.999988599375714
ENSMUST00000026445	ENSMUSG00000025380	Fscn2	11	11	Fscn2	ENSMUSG00000025380	0.282873106892512	0.258985470060091	0.416226420547544	0.518826018209646	0.999988599375714
ENSMUST00000029670	ENSMUSG00000028036	Ptgfr	3	3	Ptgfr	ENSMUSG00000028036	-0.169031973639198	4.21542637291877	0.416152477336608	0.518863153638909	0.999988599375714
ENSMUST00000185187	ENSMUSG00000061762	Tac1	6	6	Tac1	ENSMUSG00000061762	-0.33058640338893	0.106667356633376	0.415966146526967	0.518956752590801	0.999988599375714
ENSMUST00000219260	ENSMUSG00000035673	Sbno2	10	10	Sbno2	ENSMUSG00000035673	0.111136151217444	8.03096502843548	0.415957825421826	0.518960933196963	0.999988599375714
ENSMUST00000187612	ENSMUSG00000090273	Prr22	17	17	Prr22	ENSMUSG00000090273	-0.394647940275457	-0.800558529103803	0.415909196526339	0.51898536602291	0.999988599375714
ENSMUST00000110813	ENSMUSG00000051978	Erich1	8	8	Erich1	ENSMUSG00000051978	0.160246772410774	3.20383163552607	0.415854078570226	0.519013061620984	0.999988599375714
ENSMUST00000123444	ENSMUSG00000040187	Bmal2	6	6	Bmal2	ENSMUSG00000040187	0.192481046254063	4.0391463129549	0.415793583433087	0.519043462129382	0.999988599375714
ENSMUST00000033497	ENSMUSG00000031157	Pqbp1	X	X	Pqbp1	ENSMUSG00000031157	-0.127877645497895	4.93195058255663	0.415752183269947	0.519064268680768	0.999988599375714
ENSMUST00000002133	ENSMUSG00000002064	Sdf2	11	11	Sdf2	ENSMUSG00000002064	-0.127865291950574	4.05459737671641	0.415736778596158	0.519072011008636	0.999988599375714
ENSMUST00000232325	ENSMUSG00000091491	Vmn2r97	17	17	Vmn2r97	ENSMUSG00000091491	-0.150703973440048	4.08070098678343	0.41558194025313	0.519149843425857	0.999988599375714
ENSMUST00000206750	ENSMUSG00000054499	Dedd2	7	7	Dedd2	ENSMUSG00000054499	-0.125252481701966	6.1307530920148	0.415427985793118	0.519227251895035	0.999988599375714
ENSMUST00000180067	ENSMUSG00000094568	Smarce1-ps1	8	8	Smarce1-ps1	ENSMUSG00000094568	-0.728443316819565	-3.30476866754745	0.415380528244952	0.519251117695403	0.999988599375714
ENSMUST00000210641	ENSMUSG00000070421	Or52n4	7	7	Or52n4	ENSMUSG00000070421	0.34369738200065	-0.279359084803166	0.415224059630453	0.519329817452713	0.999988599375714
ENSMUST00000113726	ENSMUSG00000070780	Rbm47	5	5	Rbm47	ENSMUSG00000070780	0.110307014821606	6.00831208133825	0.415039426451715	0.519422710269477	0.999988599375714
ENSMUST00000109049	ENSMUSG00000095648	Gm2004	2	2	Gm2004	ENSMUSG00000095648	0.225892705743811	1.07699380925704	0.415011392852954	0.519436817116373	0.999988599375714
ENSMUST00000080065	ENSMUSG00000059316	Slc27a4	2	2	Slc27a4	ENSMUSG00000059316	-0.0955639975184263	6.30133685476082	0.414973305579949	0.519455984174334	0.999988599375714
ENSMUST00000193321	ENSMUSG00000104377	Gm37515	3	3	Gm37515	ENSMUSG00000104377	0.223843316815081	3.44637558857547	0.414933077641007	0.519476229853623	0.999988599375714
ENSMUST00000159086	ENSMUSG00000024298	Zfp871	17	17	Zfp871	ENSMUSG00000024298	-0.0905357899828057	7.26151665573062	0.414836074511458	0.519525054727134	0.999988599375714
ENSMUST00000203598	ENSMUSG00000050251	Or6c76	10	10	Or6c76	ENSMUSG00000050251	-0.311697184862982	0.598913244215529	0.41480800515306	0.519539184467406	0.999988599375714
ENSMUST00000222197	ENSMUSG00000021392	Nol8	13	13	Nol8	ENSMUSG00000021392	0.106440978423341	5.29859481244172	0.414748090073851	0.519569347181243	0.999988599375714
ENSMUST00000200246	ENSMUSG00000070420	Zscan25	5	5	Zscan25	ENSMUSG00000070420	-0.15275806367135	3.29879821724577	0.414702938609206	0.519592079567689	0.999988599375714
ENSMUST00000187530	ENSMUSG00000096175	Tcstv2b	13	13	Tcstv2b	ENSMUSG00000096175	-0.718111094600215	-1.42471448752444	0.414306042209146	0.519791980176081	0.999988599375714
ENSMUST00000200491	ENSMUSG00000106531	Gm43233	3	3	Gm43233	ENSMUSG00000106531	-1.92453137136473	-3.69209062920177	0.414242257136658	0.519824118758275	0.999988599375714
ENSMUST00000120042	ENSMUSG00000096366	Gm13240	4	4	Gm13240	ENSMUSG00000096366	-0.990226317458546	-3.49255895207442	0.414074524398271	0.51990864884644	0.999988599375714
ENSMUST00000166924	ENSMUSG00000029088	Kcnip4	5	5	Kcnip4	ENSMUSG00000029088	-0.303991454021084	0.259824367240314	0.414044222341922	0.519923922361821	0.999988599375714
ENSMUST00000114566	ENSMUSG00000068551	Zfp467	6	6	Zfp467	ENSMUSG00000068551	-0.126939314290912	3.88733426520815	0.413985019845133	0.519953765199526	0.999988599375714
ENSMUST00000224801	ENSMUSG00000021508	Cxcl14	13	13	Cxcl14	ENSMUSG00000021508	-0.230601978186636	7.07541045652442	0.413896469436162	0.519998407386189	0.999988599375714
ENSMUST00000120467	ENSMUSG00000082844	Gm13537	2	2	Gm13537	ENSMUSG00000082844	-0.581622597558555	-2.70915211526105	0.413878586441093	0.520007423816246	0.999988599375714
ENSMUST00000206206	ENSMUSG00000030413	Pglyrp1	7	7	Pglyrp1	ENSMUSG00000030413	-0.127715112298496	7.20600463953693	0.413798984602349	0.520047561621394	0.999988599375714
ENSMUST00000042850	ENSMUSG00000028369	Svep1	4	4	Svep1	ENSMUSG00000028369	0.187818981649303	6.90507623021066	0.413753604043821	0.520070446400203	0.999988599375714
ENSMUST00000215523	ENSMUSG00000059473	Or10g9	9	9	Or10g9	ENSMUSG00000059473	0.718181547743845	-2.03954542508888	0.413751933406223	0.520071288913159	0.999988599375714
ENSMUST00000119143	ENSMUSG00000082007	Gm15206	X	X	Gm15206	ENSMUSG00000082007	0.727333756624971	-2.76403290037123	0.413747626874946	0.52007346073482	0.999988599375714
ENSMUST00000034470	ENSMUSG00000031988	Vps26b	9	9	Vps26b	ENSMUSG00000031988	-0.102317190029118	6.11873057310448	0.413540974839498	0.520177695961796	0.999988599375714
ENSMUST00000212473	ENSMUSG00000063253	Scoc	8	8	Scoc	ENSMUSG00000063253	-0.122258600883764	4.26959406007898	0.413506897955723	0.520194887867898	0.999988599375714
ENSMUST00000084446	ENSMUSG00000038637	Lrrc56	7	7	Lrrc56	ENSMUSG00000038637	-0.196808206505508	2.0040022824138	0.41350075871463	0.520197985242778	0.999988599375714
ENSMUST00000189137	ENSMUSG00000032839	Trpc1	9	9	Trpc1	ENSMUSG00000032839	-0.239341005806777	2.33303786215858	0.413440463980409	0.520228406918015	0.999988599375714
ENSMUST00000140679	ENSMUSG00000090137	Uba52	8	8	Uba52	ENSMUSG00000090137	-0.137498478466715	5.46250177944609	0.41339867689813	0.520249492407119	0.999988599375714
ENSMUST00000126335	ENSMUSG00000029313	Aff1	5	5	Aff1	ENSMUSG00000029313	-0.100507324619888	8.30405143745816	0.413176410972237	0.520361671662266	0.999988599375714
ENSMUST00000203584	ENSMUSG00000009112	Bcl2l13	6	6	Bcl2l13	ENSMUSG00000009112	-0.100030202573419	6.05520385461109	0.413105721562082	0.52039735806715	0.999988599375714
ENSMUST00000213678	ENSMUSG00000000088	Cox5a	9	9	Cox5a	ENSMUSG00000000088	0.113872460781789	5.45646753988808	0.413050419585991	0.5204252793831	0.999988599375714
ENSMUST00000135890	ENSMUSG00000043909	Trp53bp1	2	2	Trp53bp1	ENSMUSG00000043909	0.0954283955108791	5.84025041597442	0.41292755638987	0.52048732101619	0.999988599375714
ENSMUST00000005810	ENSMUSG00000005667	Mthfd2	6	6	Mthfd2	ENSMUSG00000005667	0.132399331915633	4.89551489526279	0.412801500396346	0.520550988456253	0.999988599375714
ENSMUST00000091031	ENSMUSG00000068964	Gm6361	15	15	Gm6361	ENSMUSG00000068964	0.279367505553232	0.460204930084099	0.412368474765337	0.520769802547543	0.999988599375714
ENSMUST00000129411	ENSMUSG00000107478	Gm45234	6	6	Gm45234	ENSMUSG00000107478	0.37206074585175	0.955775146177523	0.412137834303114	0.520886414735077	0.999988599375714
ENSMUST00000128657	ENSMUSG00000078867	Gm14418	2	2	Gm14418	ENSMUSG00000078867	0.198259633540916	2.16836533146675	0.412092180230928	0.520909502970151	0.999988599375714
ENSMUST00000166453	ENSMUSG00000090319	Gm4462	16	16	Gm4462	ENSMUSG00000090319	-0.650061105575139	-3.05411217751365	0.412082976049147	0.52091415793934	0.999988599375714
ENSMUST00000120793	ENSMUSG00000081187	3110067C02Rik	X	X	3110067C02Rik	ENSMUSG00000081187	-0.468154796290554	-1.98328046291145	0.411646770234193	0.521134851082045	0.999988599375714
ENSMUST00000219317	ENSMUSG00000025351	Cd63	10	10	Cd63	ENSMUSG00000025351	0.0914989116475485	7.33231663200796	0.411549695839581	0.521183987171088	0.999988599375714
ENSMUST00000089417	ENSMUSG00000094553	Vmn1r50	6	6	Vmn1r50	ENSMUSG00000094553	0.377006542778941	-0.0540539029057735	0.411475934093924	0.521221328579835	0.999988599375714
ENSMUST00000233440	ENSMUSG00000004865	Srpk1	17	17	Srpk1	ENSMUSG00000004865	0.0865085444569692	6.66053306887625	0.411444490408516	0.521237248179263	0.999988599375714
ENSMUST00000051176	ENSMUSG00000047420	Fam180a	6	6	Fam180a	ENSMUSG00000047420	0.243684756548492	1.69180125075327	0.411432088171951	0.521243527534238	0.999988599375714
ENSMUST00000072866	ENSMUSG00000028437	Ubap1	4	4	Ubap1	ENSMUSG00000028437	-0.101034497447534	5.81762322735757	0.411395137560529	0.521262236726387	0.999988599375714
ENSMUST00000108925	ENSMUSG00000074519	Zfp971	2	2	Zfp971	ENSMUSG00000074519	0.147630675054687	3.53077567542543	0.41125459407168	0.521333408904361	0.999988599375714
ENSMUST00000043301	ENSMUSG00000040627	Aicda	6	6	Aicda	ENSMUSG00000040627	-0.282306985037302	0.443848326236991	0.411189057190341	0.52136660309425	0.999988599375714
ENSMUST00000184858	ENSMUSG00000098678	Mroh6	15	15	Mroh6	ENSMUSG00000098678	0.316441550107378	-0.292888362548394	0.410938303429543	0.521493643429359	0.999988599375714
ENSMUST00000127270	ENSMUSG00000058546	Rpl23a	11	11	Rpl23a	ENSMUSG00000058546	-0.104687824111544	8.40844892445572	0.410849146548149	0.521538826500022	0.999988599375714
ENSMUST00000120032	ENSMUSG00000083569	Gm13666	2	2	Gm13666	ENSMUSG00000083569	0.974187540637193	-3.3048179746274	0.410826034834068	0.521550540221297	0.999988599375714
ENSMUST00000093253	ENSMUSG00000032878	Ccdc85a	11	11	Ccdc85a	ENSMUSG00000032878	0.33946026743892	-0.0632339553737355	0.410769850142518	0.521579018274527	0.999988599375714
ENSMUST00000147219	ENSMUSG00000026822	Lcn2	2	2	Lcn2	ENSMUSG00000026822	-0.127692142294795	9.80326998046462	0.410652552533576	0.521638481183118	0.999988599375714
ENSMUST00000176696	ENSMUSG00000071192	Wfikkn1	17	17	Wfikkn1	ENSMUSG00000071192	0.323004241766248	0.567951538902252	0.410596005094413	0.52166715165011	0.999988599375714
ENSMUST00000048116	ENSMUSG00000041313	Slc7a1	5	5	Slc7a1	ENSMUSG00000041313	0.0914813299031723	6.83912597525526	0.410169789362038	0.521883339569109	0.999988599375714
ENSMUST00000113422	ENSMUSG00000034551	Hdx	X	X	Hdx	ENSMUSG00000034551	-0.281089374466756	1.33118069063631	0.41014572020258	0.521895552809396	0.999988599375714
ENSMUST00000216450	ENSMUSG00000059729	Or2y1	11	11	Or2y1	ENSMUSG00000059729	0.189486343620174	3.69562711297734	0.410106724112111	0.521915341387478	0.999988599375714
ENSMUST00000037788	ENSMUSG00000034126	Pomt2	12	12	Pomt2	ENSMUSG00000034126	0.114450067833568	4.36633094512946	0.410086692331612	0.52192550703643	0.999988599375714
ENSMUST00000035742	ENSMUSG00000037613	Tnfrsf23	7	7	Tnfrsf23	ENSMUSG00000037613	0.136687184910731	3.7169787813118	0.410043421216273	0.521947467286354	0.999988599375714
ENSMUST00000108182	ENSMUSG00000027708	Dcun1d1	3	3	Dcun1d1	ENSMUSG00000027708	-0.0906066709937444	6.13343296003676	0.410006218085949	0.521966349317866	0.999988599375714
ENSMUST00000233183	ENSMUSG00000117147	Gm11166	17	17	Gm11166	ENSMUSG00000117147	-0.711196639782246	-1.64159783985085	0.409998537602382	0.521970247611577	0.999988599375714
ENSMUST00000122216	ENSMUSG00000045160	Bola3	6	6	Bola3	ENSMUSG00000045160	0.126786863820674	3.95216109978634	0.409983269511306	0.521977997211879	0.999988599375714
ENSMUST00000005860	ENSMUSG00000005716	Pvalb	15	15	Pvalb	ENSMUSG00000005716	1.39667216069737	-1.73769811777036	0.409931821799743	0.522004111941618	0.999988599375714
ENSMUST00000021201	ENSMUSG00000020841	Cpd	11	11	Cpd	ENSMUSG00000020841	0.0939544849041166	7.78795293877815	0.409928363404929	0.522005867497056	0.999988599375714
ENSMUST00000105322	ENSMUSG00000078439	Smim24	10	10	Smim24	ENSMUSG00000078439	0.194110710462372	2.61461441902952	0.409887080311939	0.522026824487393	0.999988599375714
ENSMUST00000042163	ENSMUSG00000042719	Naa25	5	5	Naa25	ENSMUSG00000042719	0.10113936496147	5.38543564528101	0.409876511814151	0.522032189729326	0.999988599375714
ENSMUST00000073705	ENSMUSG00000037750	Fam222b	11	11	Fam222b	ENSMUSG00000037750	-0.114857218102994	5.05976415362669	0.409740157954387	0.522101420371656	0.999988599375714
ENSMUST00000090678	ENSMUSG00000068798	Rap1a	3	3	Rap1a	ENSMUSG00000068798	-0.100092020225213	6.80514432112286	0.409189753371373	0.522381041243393	0.999988599375714
ENSMUST00000045477	ENSMUSG00000039954	Stk32a	18	18	Stk32a	ENSMUSG00000039954	0.244519576352866	1.39131625724896	0.409151606071422	0.522400430954267	0.999988599375714
ENSMUST00000119862	ENSMUSG00000083473	Gm13207	4	4	Gm13207	ENSMUSG00000083473	-0.292974223922254	-0.0625057134596601	0.409134486634098	0.522409132926262	0.999988599375714
ENSMUST00000021158	ENSMUSG00000020803	Txndc17	11	11	Txndc17	ENSMUSG00000020803	0.149999245604983	3.84768236401197	0.409030311492039	0.522462091667871	0.999988599375714
ENSMUST00000221771	ENSMUSG00000114106	Gm47042	12	12	Gm47042	ENSMUSG00000114106	-0.564012589535307	-1.49671989438652	0.408855193828109	0.522551136347518	0.999988599375714
ENSMUST00000135746	ENSMUSG00000026097	Ormdl1	1	1	Ormdl1	ENSMUSG00000026097	-0.142301922446808	3.70938056399897	0.408799613603152	0.522579403666791	0.999988599375714
ENSMUST00000107256	ENSMUSG00000030559	Rab38	7	7	Rab38	ENSMUSG00000030559	0.177493493060153	2.70622564220445	0.40876422687407	0.522597402269109	0.999988599375714
ENSMUST00000040442	ENSMUSG00000038242	Aox4	1	1	Aox4	ENSMUSG00000038242	-0.417199765740016	-0.599627018838182	0.408751159081649	0.522604049162575	0.999988599375714
ENSMUST00000081980	ENSMUSG00000061650	Med9	11	11	Med9	ENSMUSG00000061650	0.14372246670355	3.45819928231614	0.408573752432771	0.522694301335451	0.999988599375714
ENSMUST00000047168	ENSMUSG00000041119	Pde9a	17	17	Pde9a	ENSMUSG00000041119	0.2532425716295	1.64300035545239	0.408540605817441	0.522711167089659	0.999988599375714
ENSMUST00000008748	ENSMUSG00000008604	Ubqln4	3	3	Ubqln4	ENSMUSG00000008604	-0.111821621123096	5.68010118911488	0.408508690858707	0.522727407059579	0.999988599375714
ENSMUST00000169282	ENSMUSG00000053040	Aph1c	9	9	Aph1c	ENSMUSG00000053040	0.119076849419848	4.31516279059577	0.408405986565561	0.522779674343086	0.999988599375714
ENSMUST00000079584	ENSMUSG00000062905	Vmn1r32	6	6	Vmn1r32	ENSMUSG00000062905	0.535785294976816	-1.53211914553049	0.408350303369316	0.522808015970783	0.999988599375714
ENSMUST00000202520	ENSMUSG00000006641	Slc5a6	5	5	Slc5a6	ENSMUSG00000006641	0.163585198327161	2.9189996585938	0.408339734767576	0.522813395483926	0.999988599375714
ENSMUST00000034469	ENSMUSG00000031987	Egln1	8	8	Egln1	ENSMUSG00000031987	-0.0988582074141758	5.56139697362614	0.408306397317639	0.522830365187587	0.999988599375714
ENSMUST00000096020	ENSMUSG00000071532	Gm10335	10	10	Gm10335	ENSMUSG00000071532	0.263377026902138	0.444233627922444	0.40821505649484	0.522876865245466	0.999988599375714
ENSMUST00000085939	ENSMUSG00000066705	Fxyd6	9	9	Fxyd6	ENSMUSG00000066705	0.245575567327764	4.99081025261443	0.408176748846778	0.5228963691975	0.999988599375714
ENSMUST00000034618	ENSMUSG00000032105	Nherf4	9	9	Nherf4	ENSMUSG00000032105	0.443563678332629	-0.992687133386391	0.408172816604137	0.522898371332055	0.999988599375714
ENSMUST00000082152	ENSMUSG00000020802	Ube2o	11	11	Ube2o	ENSMUSG00000020802	-0.113332678345298	5.62666750064753	0.408168280610393	0.522900680888452	0.999988599375714
ENSMUST00000133697	ENSMUSG00000026966	Ssna1	2	2	Ssna1	ENSMUSG00000026966	0.133860947099368	3.74931265272206	0.40815771119803	0.52290606250345	0.999988599375714
ENSMUST00000238030	ENSMUSG00000117974	Tuba-rs1	17	17	Tuba-rs1	ENSMUSG00000117974	0.33882847474549	0.92467530174725	0.408151680220289	0.522909133333111	0.999988599375714
ENSMUST00000041860	ENSMUSG00000035582	Gdpd4	7	7	Gdpd4	ENSMUSG00000035582	-1.20460504959002	-3.04483208612237	0.407829114929958	0.523073422433052	0.999988599375714
